Year,Week,Predicted_Demand,Date
2036,35,54773.67,2036-09-01
2036,36,56378.023,2036-09-08
2036,37,52979.914,2036-09-15
2036,38,53823.066,2036-09-22
2036,39,55548.477,2036-09-29
2036,40,55718.16,2036-10-06
2036,41,53105.727,2036-10-13
2036,42,52755.39,2036-10-20
2036,43,54961.586,2036-10-27
2036,44,53442.535,2036-11-03
2036,45,54880.41,2036-11-10
2036,46,56059.75,2036-11-17
2036,47,54220.1,2036-11-24
2036,48,53974.195,2036-12-01
2036,49,53739.45,2036-12-08
2036,50,52177.586,2036-12-15
2036,51,54217.902,2036-12-22
2036,52,54773.703,2036-12-29
2037,1,36681.242,2037-01-05
2037,2,57739.35,2037-01-12
2037,3,60206.914,2037-01-19
2037,4,58929.55,2037-01-26
2037,5,56535.336,2037-02-02
2037,6,57343.38,2037-02-09
2037,7,55041.816,2037-02-16
2037,8,57547.37,2037-02-23
2037,9,55185.99,2037-03-02
2037,10,56192.86,2037-03-09
2037,11,54470.86,2037-03-16
2037,12,56128.414,2037-03-23
2037,13,54559.15,2037-03-30
2037,14,53621.55,2037-04-06
2037,15,53251.082,2037-04-13
2037,16,54165.29,2037-04-20
2037,17,53438.176,2037-04-27
2037,18,55290.9,2037-05-04
2037,19,54548.68,2037-05-11
2037,20,57321.625,2037-05-18
2037,21,58131.71,2037-05-25
2037,22,56607.734,2037-06-01
2037,23,59372.723,2037-06-08
2037,24,59853.082,2037-06-15
2037,25,62197.523,2037-06-22
2037,26,59115.1,2037-06-29
2037,27,61663.637,2037-07-06
2037,28,60588.863,2037-07-13
2037,29,59322.35,2037-07-20
2037,30,59660.156,2037-07-27
2037,31,57992.65,2037-08-03
2037,32,57534.31,2037-08-10
2037,33,56954.973,2037-08-17
2037,34,56651.71,2037-08-24
2037,35,53036.043,2037-08-31
2037,36,52621.15,2037-09-07
2037,37,53142.703,2037-09-14
2037,38,52371.16,2037-09-21
2037,39,51554.51,2037-09-28
2037,40,52097.875,2037-10-05
2037,41,52427.973,2037-10-12
2037,42,52830.383,2037-10-19
